Etat,Milieage,Carburant,CarVendeur,Portes,seats,CarNameV2,Modele,Price,etatCategory,Month,Year,Puissance,TransmissionV2,Cylindrée,Vitesses,Cylindres,HorsePower,ClasseEmission,Typedecarburant,Consommationdecarburant,ÉmissionsdeCO2
Prix correct,80000,Essence,Professionnel,2.0,2.0,Porsche,Boxster,549505,1,1.0,2013.0,232.0,Boîte automatique,3436.0,2.0,1425.0,315.0,Euro 5,Essence,,188.0
Prix correct,265382,Diesel,Professionnel,5.0,5.0,Porsche,Cayenne,165005,1,3.0,2012.0,155.0,Boîte automatique,2967.0,1.0,2155.0,211.0,Euro 5,Diesel,7.2,189.0
Pas d'information,153000,Essence,Professionnel,4.0,2.0,Porsche,964,950005,0,1.0,1990.0,184.0,Boîte manuelle,3600.0,1.0,,250.0,,Essence,,
Pas d'information,88900,Essence,Professionnel,2.0,2.0,Porsche,911,1150005,0,9.0,2007.0,305.0,Boîte manuelle,3600.0,3.0,1395.0,415.0,Euro 4,Essence,12.8,307.0
Pas d'information,62156,Essence,Professionnel,4.0,2.0,Porsche,991,1069505,0,4.0,2017.0,309.0,Boîte automatique,2981.0,3.0,1565.0,420.0,Euro 6b,,7.9,180.0
Pas d'information,90418,Essence,Professionnel,2.0,2.0,Porsche,996,749505,0,2.0,2004.0,331.0,Boîte automatique,3600.0,3.0,,450.0,Euro 4,,,333.0
Prix correct,19414,Essence,Professionnel,5.0,5.0,Porsche,Macan,7789515,1,9.0,2023.0,195.0,Boîte automatique,1984.0,1.0,2050.0,265.0,Euro 6d,Essence,,231.0
Très bon prix,67800,Essence,Professionnel,5.0,5.0,Porsche,Macan,479905,3,4.0,2019.0,180.0,Boîte automatique,1984.0,1.0,,245.0,Euro 6d,Essence,8.2,186.0
Prix correct,7500,Electrique,Professionnel,5.0,5.0,Porsche,Macan,9899015,1,10.0,2024.0,300.0,Boîte automatique,,3.0,2405.0,408.0,,Électrique,,0.0
Bon prix,78500,Essence,Professionnel,4.0,5.0,Porsche,Panamera,3849915,2,8.0,2013.0,245.0,Boîte automatique,2995.0,2.0,2095.0,333.0,Euro 6b,Essence,3.1,71.0
Prix correct,10,Electrique,Professionnel,5.0,5.0,Porsche,Macan,10999015,1,1.0,2025.0,300.0,Boîte automatique,,3.0,2405.0,408.0,Euro 6,Électrique,,0.0
Pas d'information,13450,Essence,Professionnel,2.0,2.0,Porsche,718 Spyder,999005,0,8.0,2020.0,309.0,Boîte manuelle,3995.0,3.0,1495.0,420.0,Euro 6d,Essence,10.9,251.0
Prix correct,17686,Essence,Professionnel,5.0,5.0,Porsche,Macan,8499515,1,2.0,2024.0,195.0,Boîte automatique,1984.0,1.0,2050.0,265.0,Euro 6d,Essence,,231.0
Bon prix,110000,Electrique/Essence,Professionnel,5.0,5.0,Porsche,Panamera,599505,2,1.0,2018.0,243.0,Boîte automatique,2894.0,2.0,2265.0,330.0,Euro 6b,Électrique,2.5,59.0
Très bon prix,58950,Electrique,Professionnel,4.0,4.0,Porsche,Taycan,6599915,3,6.0,2022.0,350.0,Boîte automatique,,3.0,2205.0,476.0,,Électrique,,0.0
Pas d'information,48900,Essence,Professionnel,4.0,2.0,Porsche,992,1189005,0,4.0,2019.0,331.0,Boîte automatique,2981.0,3.0,1565.0,450.0,Euro 6d,Essence,9.7,222.0
Bon prix,723,Essence,Professionnel,2.0,2.0,Porsche,Cayman,1799955,2,8.0,2024.0,368.0,Boîte automatique,3996.0,3.0,,500.0,Euro 6d,Essence,,
Très bon prix,183862,Essence,Professionnel,2.0,2.0,Porsche,997,749505,3,5.0,2009.0,353.0,Boîte manuelle,3600.0,3.0,1585.0,480.0,Euro 4,Essence,12.8,307.0
Bon prix,40000,Essence,Professionnel,2.0,2.0,Porsche,718,589995,2,7.0,2019.0,220.0,Boîte automatique,1988.0,2.0,1440.0,299.0,Euro 6d,Essence,8.1,180.0
Pas d'information,8850,Essence,Professionnel,2.0,2.0,Porsche,992,2099005,0,5.0,2022.0,375.0,Boîte manuelle,3996.0,3.0,1552.0,510.0,Euro 6d,Essence,12.9,292.0
Pas d'information,13044,Essence,Professionnel,2.0,2.0,Porsche,991,2499505,0,10.0,2019.0,383.0,Boîte automatique,3996.0,3.0,1505.0,521.0,Euro 6d,Essence,,308.0
Pas d'information,47149,Essence,Professionnel,2.0,2.0,Porsche,991,1599005,0,7.0,2016.0,427.0,Boîte automatique,3800.0,4.0,1745.0,581.0,Euro 6b,Essence,9.3,216.0
Pas d'information,156000,Essence,Professionnel,4.0,2.0,Porsche,996,430005,0,4.0,2003.0,235.0,Boîte automatique,3596.0,2.0,1550.0,320.0,,,12.1,
Prix correct,11080,Electrique/Essence,Professionnel,4.0,5.0,Porsche,Panamera,999505,1,4.0,2023.0,243.0,Boîte automatique,2894.0,2.0,1975.0,330.0,Euro 6d,Électrique,8.7,199.0
Pas d'information,54900,Essence,Professionnel,4.0,2.0,Porsche,991,999905,0,5.0,2017.0,272.0,Boîte automatique,2981.0,2.0,1570.0,370.0,Euro 6b,Essence,7.9,182.0
Prix correct,48000,Electrique,Particuliers,5.0,5.0,Porsche,Taycan,67500,1,4.0,2021.0,360.0,Boîte automatique,,3.0,2220.0,489.0,,Électrique,,0.0
Prix correct,37000,Essence,Professionnel,2.0,2.0,Porsche,718,684905,1,9.0,2020.0,220.0,Boîte automatique,1988.0,2.0,1455.0,299.0,Euro 6d,Essence,,208.0
Très bon prix,14000,Electrique,Particuliers,4.0,5.0,Porsche,Taycan,860001,3,12.0,2022.0,360.0,Boîte manuelle,,3.0,2245.0,489.0,Euro 6,Électrique,,0.0
Pas d'information,99885,Essence,Professionnel,2.0,2.0,Porsche,991,1099505,0,3.0,2014.0,383.0,Boîte automatique,3800.0,3.0,1670.0,521.0,Euro 5,Essence,9.7,227.0
Prix correct,138730,Essence,Professionnel,4.0,5.0,Porsche,Panamera,499905,1,4.0,2017.0,243.0,Boîte automatique,2995.0,2.0,2050.0,330.0,Euro 6b,Essence,7.8,177.0
Pas d'information,156362,Essence,Professionnel,4.0,2.0,Porsche,964,1699505,0,12.0,1993.0,184.0,Boîte manuelle,3600.0,1.0,,250.0,,,,
Pas d'information,4950,Essence,Professionnel,2.0,2.0,Porsche,911,1959505,0,3.0,2022.0,375.0,Boîte automatique,3996.0,3.0,1435.0,510.0,Euro 6d,Essence,12.4,283.0
Pas d'information,64681,Essence,Professionnel,4.0,2.0,Porsche,930,1699505,0,10.0,1982.0,221.0,Boîte manuelle,3300.0,2.0,,300.0,,Essence,,
Pas d'information,75250,Essence,Professionnel,4.0,2.0,Porsche,911,499005,0,11.0,2001.0,235.0,Boîte manuelle,3596.0,2.0,1420.0,320.0,Euro 3,Essence,11.1,269.0
Prix correct,49737,Electrique,Professionnel,4.0,5.0,Porsche,Taycan,6999915,1,11.0,2021.0,360.0,Boîte automatique,,3.0,2245.0,489.0,,Électrique,,0.0
Pas d'information,203140,Essence,Professionnel,4.0,2.0,Porsche,993,1149505,0,6.0,1996.0,210.0,Boîte manuelle,3600.0,2.0,1450.0,286.0,Euro 2,,,
Pas d'information,19746,Essence,Professionnel,4.0,2.0,Porsche,911,1399505,0,2.0,2021.0,283.0,Boîte automatique,2981.0,2.0,1580.0,385.0,Euro 6d,,9.4,215.0
Pas d'information,9403,Essence,Professionnel,2.0,2.0,Porsche,992,2048005,0,3.0,2022.0,375.0,Boîte automatique,3996.0,3.0,1510.0,510.0,Euro 6d,Essence,,294.0
Prix correct,52500,Essence,Professionnel,4.0,5.0,Porsche,Cayenne,16995015,1,1.0,2023.0,471.0,Boîte automatique,3996.0,4.0,2275.0,640.0,Euro 6d,Essence,11.9,271.0
Pas d'information,25600,Essence,Professionnel,4.0,2.0,Porsche,992,1459005,0,6.0,2020.0,331.0,Boîte automatique,2981.0,3.0,1635.0,450.0,Euro 6d,Essence,9.9,225.0
Pas d'information,3999,Essence,Professionnel,2.0,2.0,Porsche,991,1998885,0,2.0,2016.0,368.0,Boîte automatique,3996.0,3.0,,500.0,Euro 6,,,
Pas d'information,33700,Essence,Professionnel,4.0,2.0,Porsche,991,1199005,0,4.0,2016.0,309.0,Boîte automatique,2981.0,3.0,1580.0,420.0,Euro 6b,Essence,8.0,184.0
Pas d'information,88228,Essence,Professionnel,4.0,2.0,Porsche,911,1099505,0,3.0,2013.0,294.0,Boîte automatique,3800.0,2.0,1485.0,400.0,Euro 5,,8.9,210.0
Pas d'information,19900,Essence,Professionnel,2.0,2.0,Porsche,996,2999005,0,9.0,2004.0,355.0,Boîte manuelle,3600.0,3.0,1440.0,483.0,Euro 3,Essence,12.9,309.0
Pas d'information,162500,Essence,Professionnel,4.0,2.0,Porsche,Targa,999005,0,3.0,1997.0,210.0,Boîte manuelle,3600.0,2.0,1400.0,286.0,,Essence,,
Prix correct,1666,Electrique/Essence,Professionnel,5.0,5.0,Porsche,Cayenne,13690015,1,3.0,2024.0,346.0,Boîte automatique,2995.0,3.0,2500.0,470.0,Euro 6e,Essence,,35.0
Pas d'information,88000,Essence,Particuliers,4.0,2.0,Porsche,992,1149991,0,1.0,2022.0,280.0,Boîte automatique,3000.0,2.0,1960.0,381.0,,Essence,,
Pas d'information,29000,Essence,Professionnel,2.0,2.0,Porsche,Cayman,519995,0,7.0,2019.0,220.0,Boîte automatique,1988.0,2.0,1380.0,299.0,,Essence,,
Très bon prix,60000,Electrique,Professionnel,4.0,4.0,Porsche,Taycan,5495015,3,10.0,2021.0,280.0,Boîte automatique,,2.0,2205.0,381.0,,Électrique,,0.0
Prix correct,142250,Electrique/Essence,Professionnel,5.0,5.0,Porsche,Cayenne,4999515,1,8.0,2018.0,250.0,Boîte automatique,2995.0,2.0,2060.0,340.0,Euro 6b,Électrique,9.2,210.0
Pas d'information,5448,Essence,Professionnel,2.0,2.0,Porsche,911,4099915,0,6.0,2018.0,515.0,Boîte automatique,3800.0,5.0,1470.0,700.0,Euro 6d,Essence,11.8,269.0
Bon prix,39106,Electrique,Professionnel,4.0,4.0,Porsche,Taycan,599005,2,1.0,2022.0,240.0,Boîte automatique,,2.0,2125.0,326.0,,Électrique,,0.0
Pas d'information,39000,Essence,Particuliers,4.0,2.0,Porsche,911,119000,0,5.0,2022.0,283.0,Boîte automatique,2981.0,2.0,1505.0,385.0,,Essence,,
Très bon prix,188550,Diesel,Particuliers,5.0,5.0,Porsche,Macan,25500,3,1.0,2016.0,190.0,Boîte automatique,2967.0,1.0,1880.0,258.0,Euro 6,Diesel,6.1,
Pas d'information,249000,Essence,Professionnel,,,Porsche,968,135005,0,4.0,1992.0,176.0,,,1.0,,239.0,,Essence,,
Très bon prix,211880,Essence,Professionnel,5.0,5.0,Porsche,Cayenne,339005,3,5.0,2018.0,250.0,Boîte automatique,2995.0,2.0,2060.0,340.0,Euro 6b,Essence,9.2,210.0
Très bon prix,72598,Electrique/Essence,Professionnel,5.0,5.0,Porsche,Cayenne,4599015,3,5.0,2017.0,245.0,Boîte automatique,2995.0,2.0,2315.0,333.0,Euro 6,Électrique,8.2,193.0
Pas d'information,45545,Essence,Professionnel,2.0,2.0,Porsche,Boxster,259505,0,1.0,2010.0,261.0,Boîte manuelle,3824.0,2.0,,355.0,,Essence,,
Pas d'information,195180,Essence,Professionnel,4.0,2.0,Porsche,944,135005,0,5.0,1990.0,155.0,Boîte manuelle,2990.0,1.0,,211.0,,Essence,,
Très bon prix,129031,Essence,Professionnel,5.0,5.0,Porsche,Macan,4490015,3,5.0,2019.0,260.0,Boîte automatique,2995.0,2.0,1865.0,354.0,Euro 6d,Essence,,
Très bon prix,73000,Essence,Particuliers,5.0,5.0,Porsche,Macan,37500,3,9.0,2018.0,185.0,Boîte automatique,1984.0,1.0,1770.0,252.0,,Essence,7.2,
Pas d'information,156000,Essence,Particuliers,2.0,2.0,Porsche,Boxster,12500,0,1.0,1999.0,150.0,Boîte manuelle,2480.0,1.0,1250.0,204.0,,Essence,9.7,239.0
Pas d'information,94000,Essence,Professionnel,4.0,2.0,Porsche,991,899005,0,5.0,2016.0,272.0,Boîte automatique,2998.0,2.0,,370.0,Euro 6c,Essence,,
Très bon prix,197245,Diesel,Professionnel,4.0,5.0,Porsche,Panamera,199905,3,12.0,2011.0,155.0,Boîte automatique,2967.0,1.0,1750.0,211.0,Euro 5,Diesel,6.5,172.0
Pas d'information,47500,Essence,Professionnel,4.0,2.0,Porsche,991,1169005,0,7.0,2017.0,331.0,Boîte automatique,2981.0,3.0,1545.0,450.0,Euro 6b,Essence,8.3,188.0
Pas d'information,110000,Electrique,Particuliers,4.0,4.0,Porsche,Taycan,49950,0,1.0,2021.0,360.0,Boîte automatique,,3.0,2220.0,489.0,,Électrique,,0.0
Bon prix,105638,Diesel,Professionnel,4.0,5.0,Porsche,Panamera,349955,2,12.0,2013.0,184.0,Boîte automatique,2967.0,1.0,1750.0,250.0,Euro 5,Diesel,6.3,166.0
Très bon prix,125000,Essence,Particuliers,2.0,2.0,Porsche,Boxster,25986,3,9.0,2002.0,155.0,Boîte automatique,2687.0,1.0,1330.0,211.0,,Essence,,
Très bon prix,217000,Diesel,Professionnel,5.0,5.0,Porsche,Macan,239905,3,9.0,2014.0,190.0,Boîte automatique,2967.0,1.0,1880.0,258.0,Euro 6b,Diesel,6.3,164.0
Bon prix,151620,Electrique/Essence,Professionnel,5.0,5.0,Porsche,Cayenne,3199515,2,4.0,2016.0,220.0,Boîte automatique,3598.0,2.0,2115.0,299.0,Euro 6b,Électrique,9.2,215.0
Pas d'information,127000,Diesel,Particuliers,5.0,5.0,Porsche,Cayenne,36000,0,6.0,2017.0,283.0,Boîte automatique,4134.0,2.0,2290.0,385.0,,Diesel,8.0,
Très bon prix,230166,Essence,Professionnel,5.0,5.0,Porsche,Cayenne,45005,3,1.0,2006.0,331.0,Boîte automatique,4511.0,3.0,2355.0,450.0,Euro 4,Essence,15.7,378.0
Pas d'information,6500,Electrique,Professionnel,4.0,4.0,Porsche,Taycan,699995,0,7.0,2023.0,300.0,Boîte automatique,,3.0,2380.0,408.0,,Électrique,,0.0
Pas d'information,47563,Essence,Professionnel,4.0,2.0,Porsche,991,895005,0,6.0,2016.0,272.0,Boîte automatique,2981.0,2.0,1500.0,370.0,Euro 6c,,7.7,177.0
Pas d'information,68800,Essence,Particuliers,2.0,2.0,Porsche,914,20500,0,9.0,1973.0,74.0,Boîte manuelle,2000.0,7.0,4950.0,101.0,Euro 2,Essence,,
Très bon prix,229044,Diesel,Professionnel,5.0,5.0,Porsche,Cayenne,99905,3,6.0,2009.0,176.0,Boîte automatique,2967.0,1.0,2240.0,239.0,Euro 4,Diesel,9.3,244.0
Pas d'information,14000,Electrique,Professionnel,4.0,4.0,Porsche,Taycan,5990015,0,5.0,2021.0,280.0,Boîte automatique,,2.0,2130.0,381.0,Euro 6e,Électrique,,0.0
Très bon prix,196619,Diesel,Professionnel,5.0,5.0,Porsche,Cayenne,169905,3,1.0,2013.0,155.0,Boîte automatique,2967.0,1.0,2175.0,211.0,Euro 5,Diesel,7.4,189.0
Pas d'information,81500,Essence,Particuliers,,,Porsche,991,85000,0,3.0,2017.0,272.0,Boîte automatique,2981.0,2.0,1488.0,370.0,Euro 6,Essence,,169.0
Très bon prix,247248,Essence,Professionnel,5.0,5.0,Porsche,Cayenne,89005,3,1.0,2008.0,368.0,Boîte automatique,4806.0,3.0,2355.0,500.0,Euro 4,Essence,14.9,358.0
Très bon prix,155000,Essence,Particuliers,2.0,2.0,Porsche,Boxster,22500,3,11.0,2005.0,206.0,Boîte automatique,3179.0,2.0,1385.0,280.0,,Essence,11.0,
Prix correct,25490,Electrique,Professionnel,5.0,4.0,Porsche,Taycan,7649015,1,10.0,2023.0,350.0,Boîte automatique,,3.0,2125.0,476.0,Euro 6,Électrique,,0.0
Pas d'information,37718,Essence,Professionnel,4.0,5.0,Porsche,Panamera,429905,0,6.0,2012.0,368.0,Boîte automatique,4806.0,3.0,2045.0,500.0,Euro 5,Essence,11.5,270.0
Très bon prix,199000,Diesel,Professionnel,5.0,5.0,Porsche,Cayenne,189505,3,7.0,2014.0,180.0,Boîte automatique,2967.0,1.0,2175.0,245.0,Euro 5,Diesel,,
Bon prix,77700,Essence,Particuliers,4.0,5.0,Porsche,Panamera,72500,2,9.0,2019.0,338.0,Boîte automatique,3996.0,3.0,2025.0,460.0,,Essence,10.6,
Très bon prix,56987,Electrique,Particuliers,4.0,5.0,Porsche,Taycan,59980,3,2.0,2022.0,280.0,Boîte automatique,,2.0,2160.0,381.0,,,,0.0
Pas d'information,16700,Electrique,Particuliers,4.0,4.0,Porsche,Taycan,53900,0,4.0,2021.0,240.0,Boîte automatique,,2.0,2125.0,326.0,,Électrique,,0.0
Pas d'information,77000,Diesel,Particuliers,5.0,4.0,Porsche,Macan,32000,0,11.0,2014.0,190.0,Boîte automatique,2967.0,1.0,1880.0,258.0,Euro 6,Diesel,6.1,
Bon prix,151620,Electrique/Essence,Professionnel,5.0,5.0,Porsche,Cayenne,3199515,2,4.0,2016.0,220.0,Boîte automatique,3598.0,2.0,2115.0,299.0,Euro 6b,Électrique,9.2,215.0
Pas d'information,151863,Essence,Particuliers,4.0,2.0,Porsche,928,16495,0,10.0,1990.0,235.0,Boîte automatique,4898.0,2.0,,320.0,,Essence,,
Bon prix,13000,Essence,Professionnel,5.0,5.0,Porsche,Macan,569005,2,1.0,2020.0,180.0,Boîte automatique,1984.0,1.0,1795.0,245.0,Euro 6d,Essence,8.2,186.0
Pas d'information,88230,Essence,Particuliers,4.0,2.0,Porsche,968,28500,0,2.0,1993.0,176.0,Boîte manuelle,2990.0,1.0,,239.0,,Essence,,
Prix correct,61000,Electrique/Essence,Professionnel,4.0,5.0,Porsche,Panamera,729955,1,11.0,2017.0,243.0,Boîte automatique,2894.0,2.0,2250.0,330.0,,Électrique,,
Très bon prix,250100,Essence,Particuliers,5.0,5.0,Porsche,Cayenne,5000,3,11.0,2007.0,184.0,Boîte manuelle,3189.0,1.0,2160.0,250.0,,Essence,13.2,
Très bon prix,43500,Essence,Particuliers,2.0,2.0,Porsche,718,50500,3,5.0,2017.0,220.0,Boîte manuelle,1988.0,2.0,1335.0,299.0,Euro 6,Essence,7.4,
Prix correct,177296,Essence,Professionnel,5.0,5.0,Porsche,Cayenne,94905,1,9.0,2005.0,184.0,Boîte automatique,3189.0,1.0,2170.0,250.0,Euro 4,Essence,13.5,324.0
Pas d'information,110000,Essence,Particuliers,4.0,2.0,Porsche,911,65000,0,2.0,2015.0,257.0,Boîte automatique,3436.0,2.0,1475.0,349.0,Euro 5,Essence,8.2,
Pas d'information,65000,Essence,Particuliers,4.0,2.0,Porsche,991,78000,0,9.0,2013.0,257.0,,,2.0,,349.0,,Essence,,
Très bon prix,127200,Electrique/Essence,Professionnel,4.0,5.0,Porsche,Panamera,329955,3,4.0,2014.0,245.0,Boîte automatique,2998.0,2.0,1950.0,333.0,,Essence,,71.0
Très bon prix,112826,Electrique,Professionnel,4.0,4.0,Porsche,Taycan,5400015,3,1.0,2022.0,360.0,Boîte automatique,,3.0,2215.0,489.0,,Électrique,,0.0
Bon prix,74825,Electrique/Essence,Professionnel,5.0,5.0,Porsche,Panamera,599955,2,1.0,2018.0,340.0,Boîte automatique,2894.0,3.0,2265.0,462.0,Euro 6b,Électrique,2.5,59.0
Pas d'information,911,Essence,Professionnel,2.0,2.0,Porsche,991,370005,0,6.0,2015.0,,Boîte manuelle,,1.0,1545.0,4.0,,Essence,,
Pas d'information,59716,Essence,Professionnel,4.0,2.0,Porsche,991,899005,0,2.0,2017.0,272.0,Boîte automatique,2981.0,2.0,1450.0,370.0,Euro 6b,Essence,7.4,169.0
Pas d'information,3000,Essence,Particuliers,2.0,,Porsche,550,37500,0,9.0,1955.0,65.0,Boîte manuelle,1600.0,6.0,4650.0,88.0,,Essence,,
Très bon prix,31500,Essence,Professionnel,5.0,5.0,Porsche,Macan,5995015,3,1.0,2022.0,195.0,Boîte automatique,1984.0,1.0,1920.0,265.0,Euro 6d,Essence,,229.0
Bon prix,185000,Essence,Particuliers,5.0,5.0,Porsche,Cayenne,7500,2,2.0,2005.0,184.0,Boîte automatique,3189.0,1.0,2170.0,250.0,,Essence,13.5,
Bon prix,295000,Essence,Particuliers,5.0,5.0,Porsche,Cayenne,8999,2,7.0,2007.0,283.0,Boîte automatique,4806.0,2.0,2245.0,385.0,,Essence,13.7,
Pas d'information,126157,Essence,Professionnel,4.0,2.0,Porsche,911,699115,0,1.0,2012.0,294.0,Boîte automatique,3800.0,2.0,1490.0,400.0,Euro 5,,8.7,205.0
Pas d'information,195493,Essence,Professionnel,4.0,2.0,Porsche,991,699955,0,1.0,2014.0,294.0,Boîte automatique,3800.0,2.0,1540.0,400.0,Euro 5,Essence,9.1,215.0
Bon prix,59500,Essence,Professionnel,5.0,5.0,Porsche,Macan,555995,2,1.0,2021.0,180.0,Boîte automatique,1984.0,1.0,1795.0,245.0,Euro 6d,Essence,8.2,186.0
Prix correct,101290,Essence,Professionnel,2.0,2.0,Porsche,Cayman,419005,1,2.0,2014.0,202.0,Boîte manuelle,2706.0,2.0,1385.0,275.0,Euro 5,Essence,8.2,192.0
Très bon prix,57000,Essence,Particuliers,4.0,2.0,Porsche,997,54990,3,8.0,2008.0,239.0,,,2.0,,325.0,,Essence,,
Bon prix,84000,Diesel,Professionnel,5.0,5.0,Porsche,Macan,365005,2,2.0,2015.0,190.0,Boîte automatique,2967.0,1.0,1880.0,258.0,Euro 6b,Diesel,6.2,162.0
Bon prix,143687,Diesel,Professionnel,4.0,5.0,Porsche,Panamera,299995,2,12.0,2013.0,184.0,Boîte automatique,2967.0,1.0,1750.0,250.0,Euro 5,Diesel,6.5,172.0
Bon prix,64039,Electrique/Essence,Professionnel,5.0,5.0,Porsche,Panamera,649005,2,1.0,2018.0,243.0,Boîte automatique,2894.0,2.0,,330.0,,Électrique,,
Très bon prix,184000,Essence,Particuliers,5.0,5.0,Porsche,Macan,34000,3,5.0,2019.0,180.0,Boîte automatique,1984.0,1.0,1795.0,245.0,Euro 6d,Essence,8.1,
Bon prix,43000,Essence,Professionnel,5.0,5.0,Porsche,Macan,585005,2,5.0,2022.0,195.0,Boîte automatique,1984.0,1.0,1920.0,265.0,Euro 6d,,8.8,200.0
Pas d'information,19011,Essence,Professionnel,4.0,2.0,Porsche,992,1150005,0,5.0,2022.0,283.0,Boîte automatique,2981.0,2.0,1580.0,385.0,Euro 6d,Essence,,238.0
Bon prix,120000,Diesel,Professionnel,5.0,5.0,Porsche,Cayenne,369995,2,4.0,2017.0,193.0,Boîte automatique,2967.0,1.0,2185.0,262.0,Euro 6b,Diesel,6.6,173.0
Très bon prix,98000,Essence,Professionnel,2.0,2.0,Porsche,Boxster,419005,3,8.0,2012.0,195.0,Boîte automatique,2706.0,1.0,1415.0,265.0,Euro 5,Essence,7.7,180.0
Bon prix,142000,Diesel,Particuliers,5.0,5.0,Porsche,Macan,35000,2,11.0,2017.0,190.0,Boîte automatique,2967.0,1.0,1880.0,258.0,,Diesel,6.1,
Pas d'information,156000,Diesel,Particuliers,5.0,5.0,Porsche,Macan,30000,0,2.0,2015.0,190.0,Boîte automatique,2967.0,1.0,1880.0,258.0,Euro 6b,Diesel,6.3,
Très bon prix,50581,Essence,Professionnel,2.0,2.0,Porsche,Boxster,579005,3,6.0,2016.0,257.0,Boîte automatique,3436.0,2.0,1425.0,349.0,Euro 6b,Essence,8.0,188.0
Pas d'information,24000,Essence,Particuliers,4.0,2.0,Porsche,992,1633501,0,5.0,2023.0,353.0,Boîte automatique,2981.0,3.0,1545.0,480.0,Euro 6d,Essence,,
Pas d'information,109370,Essence,Professionnel,4.0,2.0,Porsche,991,799115,0,1.0,2016.0,272.0,Boîte automatique,2981.0,2.0,1450.0,370.0,Euro 6b,,7.4,169.0
Pas d'information,22344,Essence,Professionnel,2.0,2.0,Porsche,Cayman,839005,0,7.0,2015.0,283.0,Boîte manuelle,3800.0,2.0,1415.0,385.0,Euro 6b,,10.3,238.0
Pas d'information,193000,Essence,Particuliers,4.0,2.0,Porsche,928,29900,0,5.0,1990.0,243.0,Boîte manuelle,4957.0,2.0,,330.0,,Essence,,
Pas d'information,98000,Essence,Particuliers,2.0,2.0,Porsche,Boxster,38000,0,4.0,2014.0,195.0,Boîte automatique,2706.0,1.0,1360.0,265.0,,Essence,7.9,
Bon prix,85050,Essence,Professionnel,2.0,2.0,Porsche,Boxster,449005,2,11.0,2014.0,195.0,Boîte automatique,2706.0,1.0,1415.0,265.0,Euro 6b,Essence,7.9,183.0
Prix correct,128000,Essence,Professionnel,4.0,5.0,Porsche,Panamera,289005,1,4.0,2011.0,294.0,Boîte automatique,4806.0,2.0,1935.0,400.0,Euro 5,Essence,10.8,254.0
Pas d'information,24000,Essence,Particuliers,4.0,2.0,Porsche,992,1633501,0,5.0,2023.0,353.0,Boîte automatique,2981.0,3.0,1545.0,480.0,Euro 6d,Essence,,
Bon prix,55000,Electrique,Particuliers,4.0,5.0,Porsche,Taycan,69950,2,4.0,2022.0,320.0,Boîte automatique,,3.0,2170.0,435.0,,Électrique,,0.0
Pas d'information,70000,Diesel,Particuliers,5.0,5.0,Porsche,Macan,33000,0,4.0,2015.0,190.0,Boîte automatique,2967.0,1.0,1880.0,258.0,Euro 6,Diesel,6.1,
Pas d'information,199900,Essence,Particuliers,4.0,2.0,Porsche,930,56000,0,8.0,1978.0,131.0,Boîte manuelle,2993.0,1.0,,178.0,,Essence,,
Très bon prix,15700,Electrique,Professionnel,5.0,5.0,Porsche,Taycan,9290015,3,2.0,2024.0,420.0,Boîte automatique,,4.0,2245.0,571.0,Euro 6d,Électrique,,0.0
Très bon prix,31152,Essence,Professionnel,2.0,2.0,Porsche,Boxster,470005,3,1.0,2016.0,220.0,Boîte automatique,1988.0,2.0,1340.0,299.0,Euro 6,Essence,,186.0
Bon prix,33000,Essence,Particuliers,2.0,2.0,Porsche,Cayman,57499,2,11.0,2019.0,221.0,Boîte automatique,1998.0,2.0,,300.0,Euro 6d,Essence,,185.0
Très bon prix,48500,Essence,Particuliers,5.0,5.0,Porsche,Macan,53000,3,9.0,2021.0,180.0,Boîte automatique,1984.0,1.0,1795.0,245.0,Euro 6d,Essence,8.1,240.0
Très bon prix,165000,Essence,Professionnel,2.0,2.0,Porsche,Boxster,219505,3,8.0,2010.0,180.0,Boîte manuelle,2687.0,1.0,1305.0,245.0,,Essence,9.3,
Bon prix,195919,Diesel,Professionnel,4.0,5.0,Porsche,Panamera,249505,2,7.0,2014.0,221.0,Boîte automatique,2967.0,2.0,1880.0,300.0,Euro 5,Diesel,6.4,169.0
Pas d'information,98376,Essence,Particuliers,4.0,3.0,Porsche,944,11500,0,6.0,1984.0,120.0,Boîte manuelle,2500.0,1.0,1240.0,163.0,,Essence,8.6,
Très bon prix,102000,Essence,Professionnel,4.0,2.0,Porsche,997,499955,3,3.0,2005.0,261.0,Boîte manuelle,3824.0,2.0,,355.0,Euro 5,Essence,,
Pas d'information,163000,Essence,Particuliers,2.0,2.0,Porsche,Boxster,12199,0,5.0,1998.0,150.0,Boîte manuelle,2480.0,1.0,1250.0,204.0,,Essence,9.7,
Très bon prix,76000,Essence,Particuliers,2.0,2.0,Porsche,Boxster,44900,3,1.0,2014.0,195.0,Boîte automatique,2706.0,1.0,1360.0,265.0,Euro 6,Essence,7.9,
Très bon prix,89216,Essence,Particuliers,2.0,2.0,Porsche,997,84000,3,4.0,2010.0,368.0,Boîte automatique,3800.0,3.0,,500.0,Euro 5,Essence,,268.0
Très bon prix,159500,Essence,Professionnel,4.0,5.0,Porsche,Panamera,269505,3,8.0,2013.0,245.0,Boîte automatique,2995.0,2.0,1875.0,333.0,Euro 6,Essence,7.1,71.0
